TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Date,Year,Month,Day,Day_Name,Total_Consumption
05:55,3485.86,1426.51,766.96,1103.63,131.58,23.79,2022-04-06,2022,4,6,Wednesday,3452.4700000000003
06:00,3523.63,1439.75,779.5,1113.34,133.69,23.77,2022-04-06,2022,4,6,Wednesday,3490.05
06:05,3522.75,1455.99,778.8,1101.72,128.58,24.38,2022-04-06,2022,4,6,Wednesday,3489.4700000000003
06:10,3530.26,1446.72,791.85,1102.96,129.02,24.64,2022-04-06,2022,4,6,Wednesday,3495.19
06:15,3557.99,1464.05,788.42,1121.48,125.07,24.81,2022-04-06,2022,4,6,Wednesday,3523.83
06:20,3578.05,1450.01,805.06,1139.57,124.21,24.88,2022-04-06,2022,4,6,Wednesday,3543.7299999999996
06:25,3600.64,1447.68,816.7,1152.97,129.02,25.07,2022-04-06,2022,4,6,Wednesday,3571.4400000000005
06:30,3622.1,1465.4,812.8,1152.42,133.15,25.14,2022-04-06,2022,4,6,Wednesday,3588.91
06:35,3583.75,1429.33,823.5,1135.58,135.81,24.95,2022-04-06,2022,4,6,Wednesday,3549.1699999999996
06:40,3615.97,1452.04,833.36,1141.31,132.43,24.7,2022-04-06,2022,4,6,Wednesday,3583.8399999999997
06:45,3604.02,1429.25,832.61,1147.5,136.38,24.83,2022-04-06,2022,4,6,Wednesday,3570.57
06:50,3583.66,1427.22,828.52,1137.53,134.6,25.0,2022-04-06,2022,4,6,Wednesday,3552.8699999999994
06:55,3591.68,1427.44,830.78,1140.29,134.58,25.06,2022-04-06,2022,4,6,Wednesday,3558.15
07:00,3546.69,1407.8,818.47,1135.42,135.87,24.89,2022-04-06,2022,4,6,Wednesday,3522.45
07:05,3557.81,1378.85,835.14,1123.25,140.09,24.7,2022-04-06,2022,4,6,Wednesday,3502.0299999999997
07:10,3541.04,1392.32,825.88,1124.75,141.31,24.73,2022-04-06,2022,4,6,Wednesday,3508.99
07:15,3557.59,1381.92,825.95,1148.46,143.45,24.8,2022-04-06,2022,4,6,Wednesday,3524.58
07:20,3553.94,1377.36,827.52,1140.64,150.71,24.87,2022-04-06,2022,4,6,Wednesday,3521.1000000000004
07:25,3559.97,1385.4,832.9,1137.92,145.96,24.93,2022-04-06,2022,4,6,Wednesday,3527.11
07:30,3543.32,1375.23,820.32,1136.46,152.85,24.77,2022-04-06,2022,4,6,Wednesday,3509.63
07:35,3504.03,1365.04,816.23,1111.16,153.76,24.37,2022-04-06,2022,4,6,Wednesday,3470.5600000000004
07:40,3491.62,1348.31,816.95,1104.27,159.4,24.86,2022-04-06,2022,4,6,Wednesday,3453.7900000000004
07:45,3517.99,1362.64,827.47,1123.64,147.95,24.93,2022-04-06,2022,4,6,Wednesday,3486.6299999999997
07:50,3473.48,1333.58,827.5,1099.89,153.87,24.75,2022-04-06,2022,4,6,Wednesday,3439.59
07:55,3489.96,1366.54,809.61,1114.95,141.78,24.84,2022-04-06,2022,4,6,Wednesday,3457.7200000000007
08:00,3472.91,1340.05,811.5,1104.11,162.19,25.0,2022-04-06,2022,4,6,Wednesday,3442.85
08:05,3484.53,1357.92,804.36,1102.06,161.22,24.98,2022-04-06,2022,4,6,Wednesday,3450.54
08:10,3499.25,1351.84,808.9,1097.08,174.36,25.11,2022-04-06,2022,4,6,Wednesday,3457.29
08:15,3494.24,1349.52,794.35,1117.4,168.68,25.47,2022-04-06,2022,4,6,Wednesday,3455.4199999999996
08:20,3536.83,1391.91,813.84,1103.16,170.07,25.51,2022-04-06,2022,4,6,Wednesday,3504.4900000000002
08:25,3528.5,1361.99,805.05,1126.89,175.45,25.4,2022-04-06,2022,4,6,Wednesday,3494.78
08:30,3531.5,1385.2,801.81,1103.21,179.08,25.68,2022-04-06,2022,4,6,Wednesday,3494.98
08:35,3546.8,1376.6,805.38,1126.22,181.47,26.18,2022-04-06,2022,4,6,Wednesday,3515.8499999999995
08:40,3594.21,1404.16,810.3,1142.25,176.92,26.47,2022-04-06,2022,4,6,Wednesday,3560.1
08:45,3540.91,1391.95,781.0,1124.48,182.97,26.74,2022-04-06,2022,4,6,Wednesday,3507.1399999999994
08:50,3577.4,1397.15,820.8,1121.69,181.15,27.14,2022-04-06,2022,4,6,Wednesday,3547.93
08:55,3626.97,1433.82,810.58,1125.84,196.24,27.29,2022-04-06,2022,4,6,Wednesday,3593.7699999999995
09:00,3634.67,1420.87,823.47,1130.54,197.81,27.52,2022-04-06,2022,4,6,Wednesday,3600.21
09:05,3670.08,1452.25,802.91,1149.0,203.17,27.79,2022-04-06,2022,4,6,Wednesday,3635.12
09:10,3687.16,1428.09,827.5,1171.87,199.94,27.73,2022-04-06,2022,4,6,Wednesday,3655.13
09:15,3749.5,1462.71,830.65,1185.61,206.13,28.04,2022-04-06,2022,4,6,Wednesday,3713.1400000000003
09:20,3811.09,1475.48,849.2,1209.22,214.41,28.12,2022-04-06,2022,4,6,Wednesday,3776.4300000000003
09:25,3821.55,1472.0,857.86,1217.91,208.61,28.03,2022-04-06,2022,4,6,Wednesday,3784.4100000000008
09:30,3918.27,1471.35,896.71,1258.84,217.81,28.17,2022-04-06,2022,4,6,Wednesday,3872.8799999999997
09:35,3937.42,1485.85,880.09,1287.72,221.09,28.46,2022-04-06,2022,4,6,Wednesday,3903.21
09:40,4013.05,1524.92,898.99,1284.03,238.42,28.55,2022-04-06,2022,4,6,Wednesday,3974.91
09:45,4056.27,1548.88,899.14,1299.05,241.68,28.96,2022-04-06,2022,4,6,Wednesday,4017.7099999999996
09:50,4024.35,1524.58,898.32,1310.13,227.08,28.66,2022-04-06,2022,4,6,Wednesday,3988.77
09:55,4055.58,1526.96,897.91,1332.83,232.32,28.69,2022-04-06,2022,4,6,Wednesday,4018.71
10:00,4138.33,1548.21,931.37,1353.04,236.6,29.05,2022-04-06,2022,4,6,Wednesday,4098.2699999999995
10:05,4150.03,1580.44,911.23,1363.9,235.55,29.2,2022-04-06,2022,4,6,Wednesday,4120.320000000001
10:10,4133.5,1560.35,925.63,1338.53,231.58,28.6,2022-04-06,2022,4,6,Wednesday,4084.69
10:15,4155.16,1540.77,930.49,1347.4,239.86,28.84,2022-04-06,2022,4,6,Wednesday,4087.3600000000006
10:20,4190.09,1576.16,934.39,1373.59,239.77,29.08,2022-04-06,2022,4,6,Wednesday,4152.990000000001
10:25,4226.52,1589.52,955.5,1377.84,234.48,28.79,2022-04-06,2022,4,6,Wednesday,4186.129999999999
10:30,4224.51,1584.19,950.15,1374.82,248.4,28.87,2022-04-06,2022,4,6,Wednesday,4186.429999999999
10:35,4262.67,1604.56,952.5,1387.17,249.51,28.9,2022-04-06,2022,4,6,Wednesday,4222.639999999999
10:40,4223.39,1591.07,934.52,1372.42,254.41,29.2,2022-04-06,2022,4,6,Wednesday,4181.62
10:45,4263.37,1599.69,978.01,1384.3,245.23,29.23,2022-04-06,2022,4,6,Wednesday,4236.459999999999
10:50,4263.72,1597.93,971.65,1374.17,252.04,29.35,2022-04-06,2022,4,6,Wednesday,4225.14
10:55,4329.37,1616.23,994.74,1386.48,256.32,29.3,2022-04-06,2022,4,6,Wednesday,4283.070000000001
11:00,4336.25,1621.27,998.03,1385.18,258.9,29.28,2022-04-06,2022,4,6,Wednesday,4292.66
11:05,4289.89,1619.81,976.13,1378.04,246.78,29.06,2022-04-06,2022,4,6,Wednesday,4249.820000000001
11:10,4341.88,1632.15,984.73,1389.7,264.16,29.18,2022-04-06,2022,4,6,Wednesday,4299.92
11:15,4324.69,1637.87,982.61,1386.71,242.52,29.35,2022-04-06,2022,4,6,Wednesday,4279.06
11:20,4361.34,1642.11,1011.0,1392.28,248.55,29.36,2022-04-06,2022,4,6,Wednesday,4323.299999999999
11:25,4365.3,1638.63,1003.64,1394.69,253.41,29.59,2022-04-06,2022,4,6,Wednesday,4319.96
11:30,4352.53,1625.36,1006.59,1393.37,255.68,29.52,2022-04-06,2022,4,6,Wednesday,4310.52
11:35,4389.22,1657.72,989.62,1409.77,257.73,29.63,2022-04-06,2022,4,6,Wednesday,4344.47
11:40,4366.72,1630.03,998.23,1408.07,257.37,29.77,2022-04-06,2022,4,6,Wednesday,4323.47
11:45,4359.35,1623.08,1003.82,1397.95,260.65,29.61,2022-04-06,2022,4,6,Wednesday,4315.11
11:50,4409.47,1661.45,1007.93,1401.55,263.65,29.39,2022-04-06,2022,4,6,Wednesday,4363.97
11:55,4362.41,1629.26,983.82,1417.18,261.39,29.48,2022-04-06,2022,4,6,Wednesday,4321.13
12:00,4398.38,1629.46,1030.06,1406.37,260.05,29.65,2022-04-06,2022,4,6,Wednesday,4355.589999999999
12:05,4386.08,1658.76,1015.83,1387.44,252.72,29.99,2022-04-06,2022,4,6,Wednesday,4344.74
12:10,4384.68,1662.57,1018.13,1391.7,252.36,29.74,2022-04-06,2022,4,6,Wednesday,4354.499999999999
12:15,4395.76,1655.24,1018.92,1397.6,255.41,29.6,2022-04-06,2022,4,6,Wednesday,4356.77
12:20,4370.22,1642.45,1029.69,1387.2,249.91,29.64,2022-04-06,2022,4,6,Wednesday,4338.89
12:25,4409.74,1648.47,1029.1,1405.31,254.76,29.66,2022-04-06,2022,4,6,Wednesday,4367.299999999999
12:30,4416.52,1665.44,1025.21,1400.81,253.24,29.85,2022-04-06,2022,4,6,Wednesday,4374.55
12:35,4386.3,1625.48,1036.5,1399.32,254.59,29.78,2022-04-06,2022,4,6,Wednesday,4345.67
12:40,4421.61,1652.32,1047.22,1396.64,255.23,29.66,2022-04-06,2022,4,6,Wednesday,4381.07
12:45,4383.24,1637.56,1027.6,1393.55,251.99,29.69,2022-04-06,2022,4,6,Wednesday,4340.389999999999
12:50,4395.67,1656.76,1027.77,1395.2,244.74,29.52,2022-04-06,2022,4,6,Wednesday,4353.99
12:55,4371.0,1660.58,1014.92,1376.09,246.87,29.58,2022-04-06,2022,4,6,Wednesday,4328.04
13:00,4322.39,1648.03,1024.2,1329.63,252.31,29.6,2022-04-06,2022,4,6,Wednesday,4283.77
13:05,4224.23,1624.01,994.23,1284.67,251.53,29.66,2022-04-06,2022,4,6,Wednesday,4184.099999999999
13:10,4194.95,1599.92,1005.48,1276.68,245.84,29.51,2022-04-06,2022,4,6,Wednesday,4157.43
13:15,4181.46,1616.13,977.64,1274.53,245.03,28.99,2022-04-06,2022,4,6,Wednesday,4142.32
13:20,4189.51,1619.29,1004.2,1256.14,240.05,29.03,2022-04-06,2022,4,6,Wednesday,4148.71
13:25,4188.78,1614.03,998.64,1266.97,238.05,29.0,2022-04-06,2022,4,6,Wednesday,4146.6900000000005
13:30,4198.74,1608.46,1008.79,1271.58,240.86,28.74,2022-04-06,2022,4,6,Wednesday,4158.429999999999
13:35,4219.73,1630.7,988.96,1293.49,237.81,28.78,2022-04-06,2022,4,6,Wednesday,4179.74
13:40,4292.61,1644.41,1009.45,1317.71,250.76,28.76,2022-04-06,2022,4,6,Wednesday,4251.09
13:45,4326.82,1651.31,1012.6,1350.16,242.67,28.95,2022-04-06,2022,4,6,Wednesday,4285.69
13:50,4333.94,1665.98,1006.73,1344.95,246.55,28.88,2022-04-06,2022,4,6,Wednesday,4293.09
13:55,4330.75,1641.86,1018.91,1355.32,244.75,28.92,2022-04-06,2022,4,6,Wednesday,4289.76
14:00,4394.52,1680.12,1044.99,1359.54,246.99,28.61,2022-04-06,2022,4,6,Wednesday,4360.249999999999
14:05,4386.06,1648.34,1032.6,1390.15,260.61,28.63,2022-04-06,2022,4,6,Wednesday,4360.33
14:10,4429.38,1699.48,1044.66,1365.45,249.3,28.43,2022-04-06,2022,4,6,Wednesday,4387.320000000001
14:15,4417.34,1682.44,1039.74,1387.51,242.35,28.62,2022-04-06,2022,4,6,Wednesday,4380.660000000001
14:20,4465.5,1718.97,1032.37,1396.19,248.13,28.55,2022-04-06,2022,4,6,Wednesday,4424.210000000001
14:25,4502.08,1703.94,1073.84,1404.25,256.07,28.81,2022-04-06,2022,4,6,Wednesday,4466.91
14:30,4534.28,1712.02,1069.86,1432.77,248.52,28.23,2022-04-06,2022,4,6,Wednesday,4491.4
14:35,4570.81,1764.58,1054.97,1431.9,242.1,28.22,2022-04-06,2022,4,6,Wednesday,4521.770000000001
14:40,4577.78,1745.43,1080.16,1443.17,253.62,27.97,2022-04-06,2022,4,6,Wednesday,4550.35
14:45,4596.97,1746.7,1083.49,1447.33,248.07,27.47,2022-04-06,2022,4,6,Wednesday,4553.06
14:50,4625.33,1784.68,1075.1,1447.67,251.75,27.07,2022-04-06,2022,4,6,Wednesday,4586.2699999999995
14:55,4654.29,1778.2,1094.79,1454.05,259.89,27.37,2022-04-06,2022,4,6,Wednesday,4614.3
15:00,4622.68,1764.65,1082.2,1449.7,255.07,27.86,2022-04-06,2022,4,6,Wednesday,4579.48
15:05,4684.37,1781.03,1113.12,1462.79,250.61,27.7,2022-04-06,2022,4,6,Wednesday,4635.249999999999
15:10,4704.89,1775.18,1114.69,1484.9,256.7,27.76,2022-04-06,2022,4,6,Wednesday,4659.2300000000005
15:15,4713.58,1791.18,1105.66,1489.76,250.81,27.39,2022-04-06,2022,4,6,Wednesday,4664.800000000001
15:20,4691.54,1790.55,1102.07,1477.25,249.64,27.43,2022-04-06,2022,4,6,Wednesday,4646.9400000000005
15:25,4725.68,1798.64,1118.53,1488.99,250.47,27.62,2022-04-06,2022,4,6,Wednesday,4684.25
15:30,4705.74,1803.96,1097.04,1496.04,253.16,27.84,2022-04-06,2022,4,6,Wednesday,4678.04
15:35,4703.3,1795.48,1108.76,1472.08,254.77,27.65,2022-04-06,2022,4,6,Wednesday,4658.74
15:40,4691.84,1814.38,1094.23,1451.51,248.88,27.87,2022-04-06,2022,4,6,Wednesday,4636.87
15:45,4723.2,1805.2,1111.06,1480.98,253.31,27.66,2022-04-06,2022,4,6,Wednesday,4678.21
15:50,4682.7,1813.26,1082.26,1469.25,245.77,27.54,2022-04-06,2022,4,6,Wednesday,4638.080000000001
15:55,4677.69,1804.93,1086.17,1463.59,251.3,27.61,2022-04-06,2022,4,6,Wednesday,4633.6
16:00,4677.31,1805.86,1086.03,1461.77,249.68,27.21,2022-04-06,2022,4,6,Wednesday,4630.55
16:05,4716.79,1814.37,1102.27,1482.57,246.99,27.75,2022-04-06,2022,4,6,Wednesday,4673.95
16:10,4691.59,1784.61,1114.44,1461.73,252.26,27.95,2022-04-06,2022,4,6,Wednesday,4640.990000000001
16:15,4661.43,1783.4,1095.12,1455.16,251.89,27.55,2022-04-06,2022,4,6,Wednesday,4613.120000000001
16:20,4660.51,1791.21,1092.45,1455.71,251.05,27.73,2022-04-06,2022,4,6,Wednesday,4618.15
16:25,4641.19,1779.28,1089.18,1455.99,244.92,27.75,2022-04-06,2022,4,6,Wednesday,4597.12
16:30,4661.35,1808.42,1093.83,1447.1,237.01,27.68,2022-04-06,2022,4,6,Wednesday,4614.040000000001
16:35,4630.56,1787.7,1090.44,1438.59,242.58,27.49,2022-04-06,2022,4,6,Wednesday,4586.8
16:40,4599.31,1753.22,1089.22,1432.85,253.37,27.76,2022-04-06,2022,4,6,Wednesday,4556.42
16:45,4613.12,1784.4,1083.37,1427.33,246.29,27.99,2022-04-06,2022,4,6,Wednesday,4569.38
16:50,4630.62,1785.92,1111.05,1419.34,240.29,28.12,2022-04-06,2022,4,6,Wednesday,4584.72
16:55,4612.18,1769.76,1080.98,1449.85,239.32,28.05,2022-04-06,2022,4,6,Wednesday,4567.96
17:00,4640.69,1792.67,1096.57,1435.91,242.79,27.92,2022-04-06,2022,4,6,Wednesday,4595.86
17:05,4593.2,1758.62,1077.18,1435.29,249.53,27.79,2022-04-06,2022,4,6,Wednesday,4548.41
17:10,4603.81,1764.02,1103.02,1425.58,240.28,27.45,2022-04-06,2022,4,6,Wednesday,4560.349999999999
17:15,4566.73,1759.8,1072.25,1430.61,238.99,27.03,2022-04-06,2022,4,6,Wednesday,4528.679999999999
17:20,4520.94,1738.97,1047.77,1424.03,240.97,26.93,2022-04-06,2022,4,6,Wednesday,4478.67
17:25,4545.44,1770.53,1050.63,1418.36,231.72,26.82,2022-04-06,2022,4,6,Wednesday,4498.0599999999995
17:30,4546.21,1705.95,1068.15,1427.12,229.41,26.68,2022-04-06,2022,4,6,Wednesday,4457.31
17:35,4513.95,1743.48,1071.3,1394.23,236.24,26.23,2022-04-06,2022,4,6,Wednesday,4471.48
17:40,4506.77,1771.32,1029.14,1408.58,229.0,25.89,2022-04-06,2022,4,6,Wednesday,4463.93
17:45,4451.4,1716.97,1062.36,1380.27,223.75,25.72,2022-04-06,2022,4,6,Wednesday,4409.070000000001
17:50,4465.41,1713.99,1080.39,1382.36,223.15,25.58,2022-04-06,2022,4,6,Wednesday,4425.469999999999
17:55,4412.58,1694.21,1065.0,1361.77,227.87,25.25,2022-04-06,2022,4,6,Wednesday,4374.099999999999
18:00,4426.94,1710.32,1061.29,1372.46,218.74,24.99,2022-04-06,2022,4,6,Wednesday,4387.799999999999
18:05,4398.41,1685.68,1055.14,1373.13,217.88,24.77,2022-04-06,2022,4,6,Wednesday,4356.600000000001
18:10,4379.36,1667.57,1069.59,1364.23,216.6,24.7,2022-04-06,2022,4,6,Wednesday,4342.69
18:15,4332.72,1655.32,1036.68,1363.07,212.44,24.53,2022-04-06,2022,4,6,Wednesday,4292.039999999999
18:20,4366.57,1690.87,1061.44,1341.6,208.8,24.35,2022-04-06,2022,4,6,Wednesday,4327.06
18:25,4287.89,1649.08,1028.82,1327.3,217.85,24.08,2022-04-06,2022,4,6,Wednesday,4247.13
18:30,4347.08,1682.79,1077.87,1312.41,203.42,24.31,2022-04-06,2022,4,6,Wednesday,4300.8
18:35,4346.71,1679.21,1040.01,1344.37,214.31,24.18,2022-04-06,2022,4,6,Wednesday,4302.080000000001
18:40,4320.9,1662.37,1048.53,1343.35,201.46,24.15,2022-04-06,2022,4,6,Wednesday,4279.859999999999
18:45,4303.66,1669.56,1025.12,1329.36,217.39,24.34,2022-04-06,2022,4,6,Wednesday,4265.77
18:50,4314.88,1664.76,1041.34,1339.11,212.02,24.3,2022-04-06,2022,4,6,Wednesday,4281.530000000001
18:55,4316.78,1669.8,1040.8,1333.53,214.68,24.52,2022-04-06,2022,4,6,Wednesday,4283.330000000001
19:00,4330.14,1673.54,1020.83,1336.57,234.42,24.79,2022-04-06,2022,4,6,Wednesday,4290.15
19:05,4353.96,1694.67,1022.57,1362.85,201.72,25.12,2022-04-06,2022,4,6,Wednesday,4306.93
19:10,4326.53,1689.24,1015.35,1349.37,206.22,25.25,2022-04-06,2022,4,6,Wednesday,4285.43
19:15,4371.21,1704.58,1053.62,1350.87,198.0,24.81,2022-04-06,2022,4,6,Wednesday,4331.88
19:20,4363.19,1703.37,1032.92,1355.77,204.29,25.12,2022-04-06,2022,4,6,Wednesday,4321.47
19:25,4347.04,1704.65,1022.23,1354.36,195.02,25.18,2022-04-06,2022,4,6,Wednesday,4301.4400000000005
19:30,4336.17,1686.97,1021.18,1350.2,196.38,25.16,2022-04-06,2022,4,6,Wednesday,4279.89
19:35,4340.21,1707.72,1024.22,1355.13,193.26,25.48,2022-04-06,2022,4,6,Wednesday,4305.8099999999995
19:40,4307.78,1688.22,1015.78,1341.47,191.36,25.46,2022-04-06,2022,4,6,Wednesday,4262.29
19:45,4320.24,1696.38,1022.06,1340.29,194.98,25.55,2022-04-06,2022,4,6,Wednesday,4279.26
19:50,4272.36,1682.32,1005.3,1321.63,198.15,25.52,2022-04-06,2022,4,6,Wednesday,4232.92
